sensor_060,sensor_104,sensor_511,sensor_349,sensor_022,sensor_029,sensor_437,sensor_130,sensor_125,sensor_296,sensor_317,sensor_301,sensor_126,sensor_295,sensor_027,sensor_034,sensor_080,sensor_453,sensor_131,sensor_065,result
22.2164,-0.0041,104.2424,0.0167,-5559.0,63.9,2.3637,-0.0473,15.74,228.3979,4.0774,0.0792,1.097,74.6458,1.9682,9.2658,0.0389,3.2775,0.7304,17.7836,양품
25.8364,-0.007,46.9751,0.0188,-5499.75,63.3778,2.2995,0.3311,15.7,96.8642,4.7194,0.0823,1.272,242.0708,1.9685,9.2658,-0.0014,3.9885,0.7636,14.1636,양품
25.9591,-0.0093,64.1711,0.0418,-6353.5,67.6556,2.5791,0.3311,15.7,262.5432,3.7323,0.0577,1.272,55.4527,1.8835,8.6667,0.0689,3.7003,0.7636,14.0409,양품
23.8864,-0.005,83.3747,0.0395,-6599.25,63.5778,2.7716,-0.3784,15.74,327.1605,4.3832,0.0597,1.021,282.5684,1.8888,9.1638,0.0587,3.7923,0.7429,16.1136,양품
23.0364,-0.0068,56.0886,0.0369,-6413.5,67.3111,1.4266,0.3311,15.7,335.9379,5.6844,0.032,1.272,207.2768,1.8873,10.9634,0.0659,5.5304,0.7636,16.9636,양품
22.7418,-0.0062,46.9636,0.0351,-6569.5,63.8444,2.323,0.6623,15.8,285.5058,4.8832,0.053,0.9176,168.8481,1.8785,9.1638,0.0724,4.3447,0.6956,17.2582,양품
-9.2836,-0.0034,162.3188,0.0174,-6480.5,65.9556,2.4609,-0.615,15.78,271.3798,6.4762,0.0638,1.097,171.543,1.8815,9.043,-0.0065,4.6611,0.7675,29.2836,양품
-17.9336,-0.0045,103.8674,0.0237,-6364.25,65.8333,2.8756,-0.615,15.78,134.8885,6.2982,0.0605,1.097,148.1517,1.888,9.043,0.0047,5.1918,0.7675,37.9336,양품
23.5609,-0.0053,78.6885,0.0424,-6473.25,62.9667,1.9707,0.0946,15.79,315.9888,4.7793,0.0442,1.021,203.2312,1.8873,9.1638,0.0585,3.6384,0.779,16.4391,양품
-8.3127,-0.0049,77.7494,0.0178,-3293.5,64.0778,201.1827,0.0946,15.79,1763.1745,5.3704,1.7575,1.021,3904.2719,0.893,8.7487,0.023,5.094,0.779,48.3127,양품
5.3382,-0.0042,56.4706,0.0162,-1918.25,63.4889,400.0,-0.0473,15.74,1473.5,5.4647,1.483,1.097,3836.5,0.4445,9.1784,0.005,5.1323,0.7304,34.6618,양품
23.8745,-0.0046,110.5691,0.0219,-5478.25,62.9889,3.8452,0.6623,15.8,123.3653,5.2167,0.1173,0.9176,257.241,1.964,9.0998,-0.038,5.1518,0.6956,16.1255,양품
27.3427,-0.0071,85.7645,0.0135,-6472.5,68.0444,3.443,0.3311,15.7,294.9445,3.665,0.0774,1.272,100.9042,1.8952,8.6667,-0.0303,2.8514,0.7636,12.6573,양품
17.3018,-0.0057,116.5563,0.0129,-6235.25,63.0,2.9109,0.0946,15.68,130.4745,5.4289,0.0904,1.021,1471.1575,1.993,9.2405,0.0267,5.0376,0.7453,22.6982,양품
26.2655,-0.007,58.5714,0.0324,-6449.75,66.2222,3.1376,0.1892,15.78,303.1274,6.0744,0.0783,1.371,218.355,1.8915,8.7947,0.0549,5.0818,0.7678,13.7345,양품
-21.2055,-0.0073,54.8885,0.0316,-6169.5,65.3222,1.055,0.0946,15.79,328.0132,4.8407,0.015,1.021,973.3559,1.7675,8.755,0.0198,3.8586,0.779,41.2055,양품
-7.5382,-0.0071,66.4311,0.0236,-5550.5,65.0444,1.7158,0.1892,15.78,182.7993,4.7816,0.0564,1.371,207.8565,2.013,9.043,0.0222,4.7993,0.7678,27.5382,양품
4.3109,-0.0037,126.5993,0.0266,-5448.5,64.0,0.4551,-0.0946,15.74,62.3779,6.32,0.0137,1.035,183.4966,1.975,8.8741,-0.0319,5.5949,0.761,15.6891,양품
29.1164,-0.0056,66.5169,0.0208,-6352.0,66.7111,0.9822,0.6623,15.8,334.6431,4.594,0.0241,0.9176,247.8266,1.9033,10.9634,-0.0329,3.6007,0.6956,10.8836,양품
15.8609,-0.0043,86.8035,0.019,-5098.25,67.9778,0.9929,0.0946,15.68,181.9292,3.9193,0.0309,1.021,845.2847,2.0083,8.7599,0.0198,3.3584,0.7453,24.1391,양품
26.7745,-0.006,68.7631,0.0371,-6362.5,65.8,2.3334,0.6623,15.8,247.4448,4.422,0.0555,0.9176,79.3662,1.9012,8.6667,0.0577,4.1284,0.6956,13.2255,불량
-3.2509,-0.0043,142.6901,0.0272,-6290.25,70.2444,0.6413,0.0946,15.79,326.1966,4.8207,0.0149,1.021,87.3284,1.8942,8.6309,0.0025,4.0524,0.779,23.2509,양품
0.2309,-0.0054,65.1163,0.0288,-5389.25,61.2222,2.4078,0.6623,15.8,174.9026,5.0611,0.0717,0.9176,249.2861,1.9718,9.1502,-0.0101,4.0849,0.6956,19.7691,양품
26.4509,-0.0057,98.0306,0.023,-6538.75,63.9,1.6739,-0.0473,15.74,345.8902,4.8377,0.0384,1.097,243.0574,1.8808,9.1638,0.0275,4.1104,0.7304,13.5491,불량
-12.1527,-0.0043,141.0405,0.0132,-6349.5,69.0111,3.5562,-0.0946,15.77,207.906,4.4012,0.0924,1.097,254.4884,1.8818,8.6309,-0.0111,4.2958,0.7598,32.1527,불량
-1.5664,-0.0049,117.2237,0.052,-5599.5,71.1222,3.7038,0.1419,15.8,54.6588,5.7831,0.1115,0.8893,247.4975,1.9922,9.2436,0.0411,5.7209,0.8434,41.5664,양품
14.6455,-0.0056,97.7778,0.0423,-5645.25,68.8556,1.3019,0.7569,15.73,113.9985,5.337,0.0417,0.9744,554.631,2.008,8.3754,0.0456,4.7247,0.83,25.3545,양품
9.6745,-0.0014,289.6552,0.0421,-5447.75,63.2556,2.2068,0.1419,15.8,158.1442,5.585,0.0648,0.8893,261.0037,1.9783,9.0998,0.0273,4.8861,0.8434,30.3255,양품
9.8418,-0.0054,68.046,0.0411,-5501.0,67.6333,1.5931,0.7569,15.73,70.6258,4.8314,0.0575,0.9744,273.675,1.9903,8.3754,0.034,4.7051,0.83,30.1582,양품
-5.8682,-0.0065,79.5411,0.032,-4228.0,63.3889,134.6224,-0.3784,15.74,1369.1151,4.7371,1.5519,1.021,2826.3162,1.326,8.755,0.0102,3.7251,0.7429,25.8682,양품
-12.1373,-0.0061,63.8037,0.0229,-5645.5,65.3556,4.4107,0.7569,15.73,115.9094,6.3078,0.164,0.9744,524.1084,2.009,9.043,-0.004,4.8791,0.83,32.1373,양품
12.8364,-0.0054,81.106,0.0336,-5596.5,69.8778,1.7248,0.7569,15.73,237.7351,4.6985,0.0593,0.9744,584.9732,2.0055,8.7599,0.0211,4.6781,0.83,27.1636,양품
9.4982,-0.0045,61.5385,0.0132,-5750.0,68.3444,2.4132,0.2365,15.79,178.3524,3.9338,0.0935,0.9933,484.5596,2.0215,8.3754,0.0178,3.6954,0.8374,30.5018,양품
2.5827,-0.0061,111.7043,0.0404,-5384.25,70.1889,1.6498,0.1419,15.8,161.1653,5.2221,0.0507,0.8893,359.4694,1.9977,9.4832,0.0307,4.4314,0.8434,37.4173,불량
15.1073,-0.0065,93.8462,0.0131,-5581.0,70.4,1.8731,0.2365,15.79,111.6796,5.0504,0.0605,0.9933,90.4986,2.0133,8.3754,-0.0016,4.5124,0.8374,24.8927,양품
4.4282,-0.0066,74.1021,0.0335,-6063.0,69.3222,5.3468,0.0,15.77,749.4569,4.5434,0.1594,0.9271,1110.1144,1.9905,9.4832,0.0523,4.1404,0.8764,35.5718,불량
17.7927,-0.0022,205.5866,0.0317,-5508.75,61.3222,1.853,0.0,15.77,199.9056,6.2823,0.0597,0.9271,357.167,1.9865,9.2405,0.0336,5.6346,0.8764,22.2073,양품
22.7927,-0.0051,147.4201,0.0352,-5707.5,63.3778,2.4525,0.0,15.77,177.2388,5.4789,0.0778,0.9271,540.2422,1.9772,9.0998,0.0423,4.6448,0.8764,17.2073,양품
4.6609,-0.0043,136.0231,0.0386,-5073.25,65.5111,134.174,0.1419,15.8,1593.2287,5.8307,1.4539,0.8893,3616.6944,1.3408,8.7487,0.0747,4.697,0.8434,35.3391,양품
26.0509,-0.0029,160.0,0.0211,-6377.5,65.3111,3.4255,0.0,15.77,255.9323,4.2122,0.0781,0.9271,193.3055,1.8877,8.6667,0.053,4.1238,0.8764,13.9491,양품
17.1673,-0.0022,113.6364,0.0345,-5535.25,62.7444,1.6872,-0.0946,15.83,260.2006,6.4075,0.0606,1.163,189.1197,1.998,9.2405,0.03,4.8866,0.7536,22.8327,양품
27.7282,-0.0019,252.6316,0.039,-6425.0,65.8444,0.4479,-0.0946,15.83,249.4701,4.5623,0.0115,1.163,258.6877,1.891,8.6667,0.037,4.2769,0.7536,12.2718,양품
-13.1245,-0.0052,126.9231,0.0137,-6274.75,67.8222,4.0941,0.0,15.77,259.7709,3.7293,0.0893,0.9271,146.5159,1.8947,8.6309,-0.0357,3.3687,0.8764,33.1245,양품
-10.8745,-0.0043,41.6185,0.0155,-5529.25,63.3111,1.3898,0.1419,15.8,1402.906,5.0754,0.041,0.8893,115.5058,1.9773,8.8945,0.0225,4.8493,0.8434,30.8745,양품
-13.3573,-0.0059,84.5666,0.0129,-5442.25,68.1556,1.2138,-0.0946,15.83,147.613,5.0243,0.0392,1.163,132.9997,2.0183,8.6309,-0.0016,4.4506,0.7536,33.3573,양품
-2.2809,-0.0052,89.3204,0.014,-6149.25,68.0444,2.7485,0.0,15.77,231.3185,4.1319,0.0604,0.9271,189.4789,1.901,9.8481,-0.0006,3.721,0.8764,22.2809,양품
4.9745,-0.0062,65.996,0.0344,-5664.0,62.7889,1.4168,0.7569,15.73,261.0139,6.13,0.0461,0.9744,283.9413,1.9855,9.0998,0.0244,4.6176,0.83,35.0255,불량
0.3764,-0.0052,69.0647,0.0203,-5527.0,69.9333,2.2324,0.1419,15.8,88.6153,5.3784,0.0796,0.8893,209.1746,2.0035,8.6309,0.0107,5.0282,0.8434,19.6236,양품
27.4136,-0.0048,77.6903,0.0329,-5376.25,63.7889,4.4856,0.0,15.77,259.3548,6.987,0.1608,0.9271,181.9586,1.9697,9.0998,0.0335,6.4966,0.8764,12.5864,불량
-10.1291,-0.0047,86.7725,0.0324,-2595.0,65.5778,203.7724,0.0946,15.79,1720.71,4.313,1.8066,1.021,3064.7451,0.888,8.8249,0.0419,4.3677,0.779,30.1291,양품
-11.4709,-0.0037,202.7397,0.0242,-6355.25,68.9444,0.5372,-0.0946,15.83,247.4582,5.4805,0.0111,1.163,142.205,1.8885,9.8481,-0.0036,4.6092,0.7536,31.4709,양품
3.8964,-0.0054,64.9652,0.0311,-4592.0,67.8,1.2677,0.1419,15.66,274.5621,4.9096,0.0394,0.9318,1128.7695,1.9918,8.6942,-0.0036,3.861,0.7454,16.1036,양품
12.8982,-0.0047,74.6667,0.0341,-1480.75,61.3333,400.0,0.2365,15.79,1219.0,5.4567,1.5305,0.9933,2961.5,0.4385,9.2007,0.06,4.9009,0.8374,27.1018,불량
0.4836,-0.0018,126.8966,0.0413,-5753.5,65.5889,1.9431,0.7569,15.73,121.2903,5.4037,0.0642,0.9744,334.0245,1.991,8.6324,0.0545,4.4528,0.83,39.5164,양품
12.3073,-0.0049,123.5443,0.0305,-5345.0,64.1333,2.8526,0.1419,15.8,170.5696,5.5162,0.0838,0.8893,112.9926,2.0057,9.1502,0.0232,4.9507,0.8434,27.6927,불량
21.7573,-0.0054,171.1628,0.011,-7150.25,63.1333,0.6279,0.1419,15.8,238.9742,5.5,0.0128,0.8893,790.6033,1.8827,9.094,0.008,4.6713,0.8434,18.2427,불량
10.0236,-0.0062,60.1626,0.0289,-5500.0,66.7,1.7344,-0.1892,15.72,127.3172,5.3995,0.0587,1.168,268.5542,1.999,8.5155,0.0213,4.9572,0.7138,29.9764,양품
8.0636,-0.0067,56.7164,0.0244,-4781.5,67.7222,2.5226,-0.1892,15.72,165.135,4.4058,0.081,1.168,1576.859,2.0265,8.872,0.0055,3.8012,0.7138,31.9364,양품
2.0427,-0.0055,101.8182,0.0316,-5336.5,63.7556,1.1471,-0.1892,15.72,66.7651,5.3712,0.0375,1.168,192.5141,1.9995,9.2362,0.0187,5.1159,0.7138,37.9573,양품
17.4,-0.0046,157.377,0.0256,-6112.25,67.4,2.3005,-0.1419,15.77,149.4222,4.9574,0.0734,1.172,1163.8074,1.9995,8.8287,0.0293,4.8931,0.7085,22.6,양품
3.28,-0.004,160.4938,0.0224,-5646.5,64.7333,3.3196,-0.1892,15.72,295.3093,4.9891,0.1151,1.168,112.5152,1.992,8.6324,0.0097,4.2777,0.7138,36.72,양품
9.2527,-0.006,95.5975,0.0244,-3345.75,66.5444,202.4845,-0.1419,15.64,1636.5537,3.9714,1.7664,1.012,3933.755,0.885,8.6942,0.0128,4.0153,0.6925,10.7473,양품
-17.3591,-0.0084,33.383,0.0325,-2668.5,64.7889,204.9874,0.0482,15.8,1833.8209,4.5489,1.7259,1.459,3095.8546,0.8855,8.8249,0.0013,4.3979,0.6955,37.3591,양품
-9.4964,-0.0032,86.8217,0.0173,-6377.0,64.9,3.735,0.0482,15.8,259.8339,4.9675,0.0838,1.459,163.0951,1.8818,9.043,-0.0073,4.896,0.6955,29.4964,양품
-7.9627,-0.0057,124.5614,0.0135,-5440.25,65.4444,2.0047,0.0482,15.8,236.6523,3.8465,0.07,1.459,210.8876,1.9755,8.8945,0.0194,3.2978,0.6955,27.9627,양품
1.1173,-0.0054,150.8046,0.0268,-5485.0,62.8778,2.7643,0.0482,15.8,231.9847,5.8851,0.0832,1.459,285.3781,1.9552,9.0998,0.0183,5.128,0.6955,38.8827,양품
8.3918,-0.0058,68.6695,0.0108,-5394.0,67.7333,3.5969,-0.0946,15.74,247.7531,5.9989,0.1095,0.8798,421.7851,1.993,8.5155,-0.0021,5.8399,0.8487,31.6082,양품
-15.5318,-0.0039,167.2026,0.0138,-5490.0,63.9889,1.9648,0.1892,15.71,173.0402,5.7133,0.0653,1.314,334.372,1.9723,8.8945,-0.0243,4.3289,0.6489,35.5318,양품
9.6564,-0.0072,37.5,0.0311,-6886.25,62.6778,3.482,0.7096,15.8,395.5261,6.1242,0.0808,1.087,849.4368,1.8895,9.219,0.0239,5.2887,0.806,30.3436,양품
13.7,-0.0065,68.0851,0.0298,-5487.0,69.9,1.6667,0.1892,15.88,332.7692,7.0901,0.0505,1.753,197.8501,2.0057,8.5218,0.008,5.5292,0.6926,26.3,양품
6.5191,-0.0055,70.7483,0.021,-6368.75,67.5667,3.5549,-0.1892,15.93,325.4443,5.1286,0.0889,1.39,101.7296,1.8878,8.828,0.0217,4.8394,0.6492,13.4809,양품
5.3118,-0.0051,68.6275,0.022,-5619.5,67.4222,1.3398,-0.1892,15.93,299.0847,5.145,0.0449,1.39,396.3992,2.0068,9.2281,-0.0096,4.773,0.6492,14.6882,양품
7.7745,-0.0047,106.383,0.0231,-6329.25,64.0333,2.9878,-0.1892,15.93,309.8015,5.3347,0.0693,1.39,137.0654,1.8982,9.2655,0.0387,4.8358,0.6492,32.2255,양품
23.9018,-0.0075,106.136,0.0318,-5466.5,69.3778,1.6404,0.0,15.91,59.8247,7.5297,0.0544,0.8987,498.2372,2.02,8.8287,0.0195,6.5466,0.8123,16.0982,양품
-0.3327,-0.0035,103.5971,0.0265,-5561.75,66.5778,2.5889,0.0946,15.87,113.5646,5.1327,0.0838,0.8514,301.8447,2.0177,8.8513,-0.0092,5.0055,0.8115,20.3327,양품
20.7782,-0.0067,81.6327,0.0281,-5440.75,69.6111,2.2135,0.0,15.91,161.1356,6.0295,0.0676,0.8987,549.2828,2.0075,8.5218,0.0208,5.6313,0.8123,19.2218,양품
24.26,-0.0039,125.2396,0.015,-5426.75,67.6556,3.1434,0.3784,15.91,895.1318,6.0407,0.0984,0.894,345.3572,1.9875,8.5218,-0.0041,4.945,0.8269,15.74,양품
6.7073,-0.0053,90.9953,0.0232,-5635.5,66.2556,1.5186,0.0946,15.87,261.4281,5.4263,0.052,0.8514,224.9126,2.0032,8.5266,0.0094,4.986,0.8115,13.2927,양품
29.7264,-0.0052,65.3846,0.0292,-5794.25,68.0,1.2814,0.0,15.91,360.8481,6.1614,0.0422,0.8987,67.9675,1.9885,9.7484,0.0371,6.0978,0.8123,10.2736,양품
11.4855,-0.0067,62.3377,0.0268,-5972.75,68.8111,4.7692,0.5677,15.96,183.7281,6.2639,0.1488,1.187,383.3305,1.9815,8.5155,0.0098,5.5242,0.838,28.5145,양품
28.3127,-0.0037,175.3425,0.0342,-5550.75,69.9222,2.8182,0.5677,15.96,91.7292,5.9969,0.0992,1.187,160.4211,1.9537,8.8287,-0.0099,5.0808,0.838,11.6873,양품
13.7255,-0.0056,92.6503,0.0285,-5503.5,66.1222,3.8107,0.5677,15.96,116.8204,4.6523,0.1222,1.187,96.0642,1.9972,8.6324,0.0399,4.4634,0.838,26.2745,양품
18.8673,-0.0066,37.594,0.0299,-6345.75,66.2778,6.3226,0.5677,15.96,258.2187,6.6952,0.1389,1.187,117.9898,1.8895,9.5642,0.0144,5.7307,0.838,21.1327,양품
5.5782,-0.0048,75.5906,0.0329,-6434.75,70.5333,1.9718,0.5677,15.96,256.6203,6.0111,0.0473,1.187,198.8674,1.9065,8.6406,0.064,4.9109,0.838,14.4218,양품
25.5282,-0.0067,65.3061,0.0232,-6511.5,70.9778,3.1693,0.0,15.91,332.6029,5.0178,0.0718,0.8987,201.0133,1.8875,9.3998,0.0009,4.248,0.8123,14.4718,불량
5.9945,-0.0002,0.0,0.02,-6403.75,68.1778,4.4166,1.608,15.83,308.4773,6.5219,0.1007,1.035,214.3523,1.8988,8.8513,0.0123,5.6201,0.7987,14.0055,양품
2.7764,-0.0007,0.0,0.0192,-5407.75,68.3222,1.048,1.608,15.83,177.1826,6.4494,0.0335,1.035,231.147,2.0082,8.5266,0.0027,6.2817,0.7987,17.2236,양품
2.6173,-0.0054,68.8372,0.0214,-5617.5,69.2,2.753,1.608,15.83,227.3192,5.068,0.1033,1.035,194.6561,1.995,8.8513,0.0395,4.7118,0.7987,17.3827,양품
20.8336,-0.0048,98.9474,0.025,-6057.25,69.0667,3.1548,0.5677,15.96,260.7016,5.3134,0.1226,1.187,969.1761,1.9655,8.5218,0.0385,5.1331,0.838,19.1664,불량
27.3,-0.0059,111.3924,0.0116,-6448.0,61.7222,3.3491,0.7569,15.83,299.8504,5.4985,0.0806,0.9744,180.394,1.8935,9.3998,-0.0086,4.6515,0.823,12.7,양품
5.4191,-0.0092,44.3243,0.0304,-6508.5,70.9556,4.9402,0.7569,15.83,298.4376,6.3502,0.1083,0.9744,102.7116,1.8973,8.6406,-0.0001,5.5533,0.823,14.5809,양품
5.9136,-0.0087,57.4713,0.0297,-5771.25,67.6667,1.1958,0.7569,15.83,189.9129,6.8395,0.0432,0.9744,1050.1014,1.986,9.2281,-0.0041,6.0964,0.823,14.0864,양품
5.3782,-0.0095,34.7826,0.0326,-6401.75,70.0444,4.204,0.7569,15.83,377.7701,6.272,0.0911,0.9744,142.673,1.896,8.6406,0.0096,4.8499,0.823,14.6218,양품
-11.2309,-0.0086,87.2093,0.0267,-5076.25,62.5111,5.3936,0.7569,15.83,1841.666,5.2961,0.1774,0.9744,317.2605,1.984,9.2171,-0.0009,4.2362,0.823,31.2309,양품
-1.8473,-0.0049,108.9974,0.0249,-5518.0,67.2333,2.366,0.0,15.83,110.4125,6.1053,0.0731,1.002,244.0669,2.0115,8.7879,0.0354,5.1514,0.8187,41.8473,양품
25.43,-0.0067,46.1825,0.0129,-6308.5,68.9,3.4928,0.0,15.83,286.2464,5.6444,0.0879,1.002,213.6734,1.893,8.8287,0.0132,4.8995,0.8187,14.57,양품
15.4555,-0.0067,52.4345,0.0143,-6153.5,67.9667,2.6707,0.7569,15.83,67.7003,5.8376,0.0855,0.9744,956.0103,2.0038,8.5155,0.0011,5.6925,0.823,24.5445,양품
0.7582,-0.0091,61.3699,0.0273,-5511.75,61.5778,6.4737,0.7569,15.83,118.317,5.6836,0.1975,0.9744,397.4455,1.9835,9.219,0.0147,5.1218,0.823,19.2418,불량
-12.0473,-0.0055,99.5475,0.0251,-6417.25,65.1333,3.6177,0.0,15.83,322.4194,8.8849,0.0831,1.002,255.6748,1.894,8.5177,0.0351,7.2075,0.8187,32.0473,양품
-10.2673,-0.0052,57.4163,0.0204,-6483.25,67.5889,2.4286,0.0,15.83,344.7211,7.7594,0.0508,1.002,200.711,1.8878,8.5177,0.0107,7.6656,0.8187,30.2673,양품
1.1591,-0.0099,56.6372,0.024,-6480.25,63.9222,0.8541,-0.2838,15.82,207.3491,5.1284,0.0185,1.092,227.1319,1.8758,9.2171,-0.0079,5.0952,0.758,18.8409,양품
-11.8245,-0.0083,49.1018,0.0251,-5426.25,62.9889,2.8186,-0.2838,15.82,301.5409,4.6801,0.0949,1.092,523.042,2.004,9.2171,-0.008,4.1601,0.758,31.8245,불량
8.4236,-0.0042,132.5301,0.0347,-5505.5,67.2222,2.0918,1.608,15.83,109.4608,5.5239,0.0641,1.035,131.5966,1.9985,8.6013,0.0574,5.2108,0.7987,31.5764,불량
18.6045,-0.0061,73.6196,0.0173,-5584.5,65.8222,2.4208,0.0,15.73,148.7982,5.3069,0.0832,1.04,332.5041,1.9885,8.6013,0.0025,5.0649,0.799,21.3955,양품
8.9764,-0.0035,129.4964,0.0387,-6375.0,66.8556,3.6825,0.0,15.91,298.8516,5.8925,0.0814,0.8987,210.955,1.893,8.6013,0.0561,5.6485,0.8123,31.0236,불량
0.7218,-0.0103,56.1743,0.0238,-5465.0,63.4889,2.5492,-0.5677,15.9,55.4437,5.5683,0.093,1.172,456.7173,2.033,9.2171,0.0201,5.1351,0.7025,19.2782,양품
-1.42,-0.0013,400.0,0.0119,-4970.75,67.7111,3.1692,0.0,15.88,160.6266,6.2946,0.0985,1.097,1277.4194,1.9963,9.2281,0.0108,6.3019,0.7021,21.42,불량
9.2082,-0.0042,149.1124,0.0375,-5181.5,65.6778,1.6097,0.7569,15.83,415.786,7.1479,0.0488,0.9744,454.6841,2.0023,8.6013,0.057,5.5523,0.823,30.7918,불량
12.1609,-0.007,60.1073,0.0325,-6351.5,68.8222,1.9993,0.0,15.73,255.0743,5.7847,0.0424,1.04,141.2291,1.8893,8.6013,0.0471,5.6171,0.799,27.8391,양품
8.5273,-0.0078,37.299,0.0263,-5230.25,69.4333,3.8968,0.0,15.83,186.0043,5.9026,0.1315,1.002,632.3176,1.988,8.8287,0.0234,5.8461,0.8187,31.4727,불량
17.1745,-0.0066,46.7043,0.0394,-6393.25,67.9,3.6924,0.0,15.83,254.9157,5.081,0.0789,1.002,208.4137,1.8902,8.5788,0.0199,4.4817,0.8187,22.8255,불량
5.7855,-0.0072,56.9444,0.0175,-5367.75,69.6778,2.2503,-0.2838,15.82,109.8529,6.8729,0.0758,1.092,406.1546,1.9832,8.536,0.0184,5.9611,0.758,14.2145,양품
14.4382,-0.0091,73.5254,0.0222,-6356.0,66.2778,1.9079,-0.4258,15.9,267.7791,5.2764,0.0415,1.191,324.3116,1.8805,8.5952,-0.0268,4.6117,0.7423,25.5618,양품
11.6964,-0.0034,143.2836,0.0321,-5175.5,69.8333,2.4523,-0.5677,15.9,151.1908,6.0657,0.0744,1.172,214.8278,1.9988,8.6527,0.0127,5.2575,0.7025,28.3036,양품
18.0545,-0.0013,439.2157,0.0134,-4992.0,69.7889,1.8078,-0.5677,15.9,1594.0159,5.2245,0.0602,1.172,533.7271,1.999,8.6829,0.01,5.4422,0.7025,21.9455,양품
20.7055,-0.0097,39.0746,0.0298,-6834.5,68.5667,2.4697,-0.4258,15.9,148.8276,7.2747,0.0556,1.191,846.0475,1.8952,9.1757,0.0009,5.5511,0.7423,19.2945,양품
1.1273,-0.0088,43.3666,0.0315,-6353.75,61.0667,1.5975,-0.5677,15.79,274.4113,5.2077,0.0353,1.21,171.6787,1.9037,9.2171,0.0121,4.8566,0.6887,18.8727,양품
16.4073,-0.0041,124.3902,0.0411,-6425.5,71.7222,1.9037,-0.5677,15.9,316.2346,6.7371,0.045,1.172,170.7913,1.892,8.6829,0.0497,6.2174,0.7025,23.5927,양품
5.4018,-0.0098,94.6565,0.0146,-6565.5,70.4444,1.3625,-0.5677,15.79,342.1797,6.1648,0.0324,1.21,104.2385,1.8785,8.6406,-0.0173,5.7446,0.6887,14.5982,양품
26.8609,-0.0098,43.7659,0.0162,-5291.5,66.6889,1.4842,-0.5677,15.79,280.3859,5.689,0.0477,1.21,224.515,2.0232,8.6211,0.0099,4.9701,0.6887,13.1391,양품
23.7709,-0.0115,47.8261,0.0968,-5521.25,64.0333,0.6445,-0.2838,15.82,150.3604,6.8046,0.025,1.092,207.882,2.0152,9.2655,-0.0244,5.5291,0.758,16.2291,양품
-0.84,-0.0067,60.0375,0.0235,-6346.0,68.4222,2.3883,-0.5677,15.9,284.5224,6.9261,0.0523,1.172,155.0849,1.8978,8.828,0.0295,5.5113,0.7025,20.84,양품
25.4264,-0.0076,57.7049,0.014,-5213.75,69.0556,2.8645,-0.5677,15.79,108.3036,5.4919,0.0873,1.21,637.3353,2.035,8.5155,0.0157,4.7979,0.6887,14.5736,양품
26.6136,-0.0097,45.478,0.0329,-6454.5,71.2444,2.0162,-0.3784,15.92,283.7973,5.5287,0.046,1.267,127.9336,1.8835,9.3998,0.0217,4.6504,0.7463,13.3864,양품
-6.5391,-0.0089,33.7079,0.0236,-5532.5,69.3778,5.6363,-0.4258,15.9,163.3082,6.6604,0.1771,1.191,373.368,1.9755,8.536,-0.0237,5.5542,0.7423,26.5391,양품
0.1518,-0.0107,47.5524,0.0239,-5064.0,67.1778,1.7278,-0.3784,15.92,303.4956,8.5149,0.0688,1.267,954.5156,1.996,9.5713,0.0011,7.2623,0.7463,19.8482,양품
2.8245,-0.01,36.0,0.0205,-6273.5,68.2,3.1741,-0.4258,15.9,314.4406,7.7646,0.0768,1.191,167.7905,1.8878,9.5713,-0.0023,8.4639,0.7423,17.1755,양품
12.1818,-0.0079,87.8981,0.0312,-6267.75,70.1222,2.8495,-0.5677,15.79,307.8966,5.8436,0.068,1.21,278.8564,1.883,8.531,0.0365,5.0616,0.6887,27.8182,양품
19.5609,-0.0074,63.621,0.0243,-6426.5,70.5111,3.072,-0.4258,15.87,318.0115,5.0632,0.0635,1.168,180.4263,1.8797,9.4832,0.0048,4.6645,0.7135,20.4391,양품
-1.1609,-0.0094,73.6,0.0291,-5284.75,68.1556,2.5776,-0.5677,15.79,215.0262,8.134,0.0809,1.21,129.9548,1.9868,8.9416,0.0166,5.8909,0.6887,21.1609,양품
18.63,-0.0096,85.8639,0.0221,-6267.75,62.9556,4.0517,-0.4258,15.9,253.5999,5.8716,0.0935,1.191,40.4259,1.9053,9.2433,-0.0043,5.754,0.7423,21.37,양품
20.7118,-0.0093,39.8385,0.0315,-6452.5,72.9222,2.7872,-0.3784,15.92,280.5974,6.3369,0.0633,1.267,213.3893,1.8895,9.4832,0.0401,5.0574,0.7463,19.2882,양품
-11.9682,-0.0105,37.276,0.0259,-5423.0,69.3889,2.8212,-0.3784,15.92,106.5911,6.2281,0.0881,1.267,223.4055,1.998,8.5218,0.0018,4.7214,0.7463,31.9682,양품
16.8445,-0.0107,57.9439,0.0151,-6198.5,63.9778,2.5117,-0.9934,15.89,285.201,5.6722,0.0586,1.267,199.8157,1.916,9.2655,0.0023,4.8776,0.6764,23.1555,양품
14.0382,-0.0084,30.9524,0.0298,-5711.0,66.5444,4.2976,-0.3784,15.92,1490.9418,7.6137,0.14,1.267,311.4814,2.0155,8.5952,0.04,5.5045,0.7463,25.9618,양품
